Rep1,Rep2,Rep3,Rep1,Rep2,Rep3
ND,ND,ND,ND,0.1834,0.109
0.025,0.0608,-0.0455,0.1512,ND,-0.1412
-0.0306,0.0314,0.1911,ND,ND,ND
-0.05,ND,ND,ND,ND,ND
0.2666,0.1931,-0.0367,0.0533,0.0612,-0.0678
0.1699,0.188,-0.0881,ND,ND,ND
ND,0.4913,ND,ND,ND,ND
0.2041,ND,0.5591,-0.0638,0.2368,-0.0825
0.1858,0.189,ND,ND,0.1735,-0.0745
0.1504,0.2512,-0.1669,-0.1065,0.1668,-0.1432
0.0334,0.0862,ND,ND,ND,ND
0.1233,ND,-0.2505,ND,ND,ND
0.0694,ND,0.0125,ND,ND,ND
0.2046,0.0005,-0.0023,0.1694,0.0893,0.0984
0.4089,0.002,0.2719,0.33,-0.1479,0.4117
0.3632,-0.2391,0.1967,0.4977,ND,ND
ND,ND,ND,ND,0.2778,0.0799
ND,ND,ND,ND,0.1758,ND
ND,ND,-0.2872,ND,ND,ND
0.0651,-0.0065,0.1222,0.1097,0.0888,0.1782
-0.0874,0.1277,-0.0813,ND,ND,ND
0.1128,0.0947,0.046,ND,ND,ND
ND,-0.0562,ND,0.0282,0.0074,0.1349
0.1452,-0.0301,0.2076,0.1182,0.1337,0.1388
ND,ND,ND,0.1108,ND,0.1137
ND,ND,ND,0.1108,ND,0.1691
ND,-0.0422,ND,ND,0.051,0.1292
ND,ND,ND,0.1225,ND,0.251
ND,ND,ND,0.1344,ND,ND
ND,ND,ND,0.0306,0.0022,ND
ND,ND,ND,ND,ND,-0.0153
ND,ND,ND,0.1263,0.0776,0.1214
ND,ND,ND,0.083,0.0811,0.0293
0.1993,0.0058,0.0119,0.0854,0.1003,0.0321
-0.0655,0.1463,-0.0511,0.064,ND,ND
ND,ND,ND,-0.0477,0.1066,0.0273
0.129,0.0175,0.1307,-0.1049,0.044,0.0054
ND,ND,ND,-0.0678,0.3221,ND
ND,ND,ND,ND,ND,-0.0539
ND,-0.0018,ND,ND,-0.3871,0.1374
ND,0.0004,ND,ND,ND,ND
ND,ND,ND,0.0764,-0.1579,0.0967
0.0935,0.1679,0.1559,ND,ND,ND
0.1108,0.0345,-0.0602,-0.0828,0.1816,0.0907
ND,0.1141,ND,ND,ND,ND
ND,ND,ND,-0.0927,0.1293,0.0132
ND,ND,-0.0365,-0.0406,0.0696,ND
ND,ND,ND,-0.1863,ND,ND
0.1917,-0.0213,0.1661,0.1322,0.12,0.2058
0.157,0.1224,0.1551,0.1823,0.0907,0.2105
ND,ND,ND,0.1826,ND,ND
ND,ND,ND,0.2873,ND,0.2209
-0.085,ND,0.2472,ND,ND,ND
0.4419,-0.018,0.4479,0.3059,0.1558,0.377
ND,ND,ND,ND,ND,0.2412
ND,ND,ND,ND,0.3297,0.1327
ND,ND,ND,0.226,ND,0.2453
0.2576,-0.0655,0.172,0.1027,0.2328,0.1278
-0.5783,-0.0241,ND,-0.0147,0.1947,0.2797
ND,ND,ND,0.3183,0.0398,0.2282
ND,ND,ND,0.2572,0.1691,0.2042
0.569,-0.0707,0.5595,ND,ND,ND
ND,ND,ND,ND,0.0053,0.0187
ND,ND,ND,-0.4166,ND,ND
ND,ND,ND,ND,ND,0.0495
ND,ND,ND,-0.2169,ND,-0.0519
ND,ND,ND,0.2156,0.1034,0.1872
ND,ND,ND,ND,-0.0039,0.0828
ND,ND,ND,0.3611,0.1601,ND
ND,ND,ND,ND,ND,0.3426
ND,ND,ND,0.1713,ND,0.134
-0.1291,ND,ND,ND,ND,ND
ND,ND,ND,0.3871,ND,0.1861
0.2766,0.3108,-0.0056,ND,ND,ND
ND,ND,ND,-0.0196,ND,ND
ND,-0.0112,ND,ND,ND,ND
ND,-0.4026,-0.188,ND,ND,ND
ND,-0.5847,0.2553,ND,ND,ND
-0.4876,-0.0531,0.1822,0.0621,0.538,0.0522
ND,ND,0.2328,ND,ND,ND
ND,ND,ND,0.1813,0.0492,ND
0.3683,ND,ND,ND,0.2862,ND
0.2686,0.2212,ND,ND,ND,ND
0.2581,0.4036,0.0834,ND,ND,ND
0.0439,ND,-0.0314,ND,-0.0284,-0.0274
ND,-0.3004,ND,0.1164,0.1034,0.1793
ND,0.4884,ND,ND,ND,ND
-0.592,0.5098,-1.7756,-0.0185,ND,-0.56
-0.054,0.3305,-0.1949,ND,ND,ND
ND,ND,ND,-0.1472,0.2197,-0.1698
0.0838,ND,0.0529,ND,0.1808,0.1027
0.1766,ND,0.1986,-0.0768,ND,0.01
ND,ND,ND,ND,0.2105,ND
-0.1328,0.1249,-0.1835,ND,ND,ND
ND,ND,ND,0.1678,ND,0.0838
ND,ND,ND,ND,0.2081,ND
ND,ND,ND,0.1327,0.2043,-0.3944
0.0609,0.2775,-0.0182,ND,ND,ND
ND,0.5858,ND,ND,ND,ND
0.0297,0.2195,ND,ND,ND,ND
-0.0401,0.3149,-4.0943,ND,ND,ND
-0.008,ND,ND,ND,ND,ND
ND,ND,ND,-0.0038,0.0868,0.0736
-0.1156,-0.1205,ND,0.1931,0.1522,ND
ND,-0.0047,0.185,0.2256,0.256,0.1093
ND,0.0825,-0.0315,-0.1714,0.0934,-0.0276
0.0793,ND,0.0661,0.172,-0.023,0.0407
0.0287,0.0207,0.1375,0.0397,-0.0058,0.0503
0.1093,0.205,0.0921,0.0342,0.0692,0.0306
0.1576,0.0023,0.1748,0.1043,-0.0223,0.1752
ND,ND,ND,0.0312,0.0713,0.0662
ND,ND,ND,-0.2885,0.2559,0.0439
ND,ND,ND,ND,ND,0.1229
ND,ND,ND,ND,0.5397,-0.0706
ND,ND,ND,ND,ND,0.0583
ND,ND,ND,ND,0.0847,0.075
ND,ND,ND,ND,ND,-0.2319
ND,-0.0492,0.252,-0.0371,0.1456,0.1315
ND,-0.0578,ND,0.0444,-0.081,0.0597
ND,ND,ND,0.1144,-0.238,0.2094
0.2383,-0.1664,0.1979,0.1223,0.0555,ND
0.2381,0.1235,0.1491,0.0464,0.0107,ND
0.1331,0.1096,0.0541,0.035,0.0706,0.102
ND,ND,ND,ND,0.1254,ND
0.5293,ND,0.2201,ND,ND,ND
ND,-0.0134,0.1615,ND,ND,ND
ND,ND,ND,0.1086,0.0806,0.033
ND,-0.1897,0.2516,0.1136,ND,ND
0.1236,0.0173,0.1446,0.0776,-0.0948,0.1262
0.2284,ND,0.0088,0.1184,0.1716,0.153
0.0618,0.0187,0.0481,0.0816,0.0932,0.0136
ND,ND,ND,-0.0459,0.1291,0.0316
ND,ND,ND,ND,ND,0.4371
0.0826,-0.0311,0.1068,0.0584,-0.0168,ND
ND,ND,ND,-0.1576,0.1083,-0.1299
ND,ND,ND,-0.0104,ND,-0.038
ND,ND,ND,-0.1673,ND,-0.1078
ND,ND,ND,ND,0.1263,0.047
0.1748,0.3424,-0.1309,-0.1246,0.2456,ND
ND,ND,ND,-0.1729,0.3378,-0.3307
ND,ND,ND,0.128,ND,0.1352
ND,ND,ND,ND,ND,0.2541
ND,ND,ND,-0.3805,0.1393,-0.8245
0.1257,0.0527,ND,ND,0.0796,ND
ND,ND,ND,0.1228,0.0933,0.0266
0.2578,0.0605,0.0544,0.1296,0.1354,0.1303
0.1378,ND,ND,0.0254,0.3219,ND
0.1434,0.0579,0.1983,0.2341,-0.0385,0.1579
0.1414,0.0119,ND,ND,0.1168,ND
-0.0299,ND,0.2319,ND,ND,ND
0.0861,-0.1961,0.0542,ND,-0.0796,0.3098
0.7724,-0.2102,0.1889,0.0965,-0.1034,0.253
0.4748,0.0894,0.0024,-0.0391,-0.0686,ND
0.8629,-0.294,0.1841,0.084,0.0218,0.1731
ND,0.1417,ND,0.0628,0.2165,-0.0365
ND,ND,ND,0.1278,ND,0.03
0.2724,0.723,ND,ND,ND,ND
0.1089,0.188,ND,ND,ND,ND
ND,ND,ND,-0.1444,0.2302,-0.1186
ND,ND,ND,0.2803,-0.1837,ND
-0.2315,ND,-0.1753,ND,ND,ND
0.0451,0.2357,-0.0085,ND,ND,ND
0.1067,ND,-0.1154,ND,ND,ND
ND,ND,ND,ND,ND,0.1103
ND,ND,ND,ND,ND,0.3727
0.0677,-0.2417,0.0834,-0.0105,0.0857,0.1301
ND,ND,ND,ND,ND,-0.2456
ND,ND,ND,0.0339,ND,0.1001
ND,ND,ND,ND,0.0569,0.0877
ND,ND,ND,0.0384,ND,ND
ND,ND,ND,0.0856,ND,0.5561
0.0087,-0.186,0.1446,0.0807,-0.0264,0.1801
ND,-0.0911,ND,0.0697,-0.1661,0.1675
0.1978,-0.0585,0.19,0.0816,0.0267,0.1427
0.1676,-0.035,0.29,0.1122,0.0286,0.1512
ND,ND,ND,ND,-0.2001,-0.2614
0.0965,-0.0466,0.0924,0.0905,0.0394,0.1161
ND,ND,ND,ND,0.011,ND
ND,ND,ND,ND,0.0348,0.1131
ND,ND,ND,0.1333,0.1285,0.1828
0.2268,-0.1228,0.2364,0.0899,0.1919,ND
ND,ND,ND,ND,0.0836,0.2383
ND,ND,ND,ND,0.1064,ND
ND,ND,ND,-0.1115,0.2341,ND
0.2181,0.0946,0.1716,0.1377,0.1092,-0.0354
0.2571,-0.1619,0.7132,ND,-0.0916,0.1505
ND,1.7536,ND,ND,-0.0063,-0.6823
ND,ND,ND,0.3763,0.2706,0.2839
ND,ND,ND,0.4012,0.2628,0.3608
0.1559,ND,ND,ND,0.1567,ND
ND,ND,ND,ND,ND,0.2937
0.1967,ND,ND,0.0305,0.0891,0.1966
ND,ND,ND,0.341,-0.4315,0.2467
-0.4533,-0.0102,0.0813,-0.8266,-0.3044,-0.3667
0.4162,0.057,0.3509,ND,ND,ND
ND,ND,ND,0.1773,0.1491,0.1441
0.03,0.0421,0.0954,0.011,0.1574,0.0821
0.1095,-0.0345,0.1668,-0.0122,0.045,0.0997
ND,-0.205,0.1878,0.0739,0.1056,0.1109
ND,0.0445,-0.0448,ND,0.2639,-0.0447
0.452,0.0432,-0.0188,-0.0018,-0.083,-0.2489
0.0059,0.1632,-0.1029,-0.1638,0.2059,-0.3393
0.5433,-0.2725,-0.1534,ND,ND,ND
-0.2164,0.0215,-0.2757,ND,ND,ND
0.1399,0.031,0.0273,ND,ND,ND
ND,ND,ND,0.0694,0.0553,ND
0.2673,ND,ND,ND,ND,ND
0.0894,0.0126,0.0264,0.0306,0.1183,0.0506
ND,ND,ND,-0.0758,0.3164,-0.019
0.2889,-0.3359,0.0969,0.1283,ND,0.1876
0.0124,-0.1904,-0.1006,-0.0112,0.1045,0.023
-0.1208,0.0066,0.2819,0.0336,-0.0087,0.1349
-0.0131,ND,ND,0.2381,0.1386,ND
ND,ND,ND,0.1518,ND,0.1908
-0.3659,0.0439,-0.3875,ND,0.3799,-0.1686
0.3104,0.169,0.2037,0.1641,0.0287,0.1392
0.3345,0.0802,0.3326,0.0598,0.0417,ND
0.2928,0.0813,0.3836,ND,0.0898,ND
0.1676,ND,0.3156,ND,ND,ND
ND,0.2262,ND,0.1271,0.2948,-0.0057
ND,0.4703,ND,ND,ND,ND
0.1409,0.2456,0.0311,ND,ND,ND
0.1481,0.1987,0.1357,ND,0.0461,ND
0.0884,ND,ND,ND,ND,ND
ND,0.5935,ND,ND,ND,ND
ND,ND,ND,ND,0.0796,0.0616
ND,ND,ND,-0.0135,0.2543,0.0706
ND,0.0714,0.0774,0.0741,0.1171,ND
0.1606,0.3968,0.0909,-0.0572,ND,0.0639
ND,ND,ND,-0.0163,1.5216,0.0316
0.149,-0.1475,0.234,0.1604,0.0256,0.2481
ND,ND,ND,0.2074,ND,ND
ND,ND,ND,ND,-0.0235,ND
0.0938,0.1873,0.0475,-0.0418,0.1368,-0.0523
0.1438,0.1068,0.1093,ND,0.0963,ND
0.2171,0.0049,0.0988,0.008,0.1619,ND
ND,-0.1029,0.17,ND,ND,ND
ND,ND,ND,0.1466,ND,ND
ND,ND,ND,ND,-0.401,ND
ND,ND,ND,0.097,ND,ND
ND,ND,ND,-0.1331,0.2579,0.0686
0.1801,0.0665,ND,0.0783,0.1034,0.098
ND,ND,ND,ND,-0.0031,-0.1495
ND,ND,ND,ND,ND,0.1246
0.1827,0.0511,0.3004,ND,ND,ND
0.1782,0.2038,-0.0963,-0.0715,ND,-0.1319
0.1629,0.1532,0.0469,ND,0.2466,ND
0.3156,1.1797,ND,0.2388,ND,ND
ND,ND,ND,-0.0017,ND,ND
ND,ND,ND,-0.0047,ND,ND
0.1391,0.2042,-0.013,0.041,0.1356,-0.0795
0.1219,0.2062,-0.0114,ND,ND,ND
-0.1352,0.0189,-0.2437,ND,ND,ND
0.2537,ND,-0.0588,ND,0.0617,0.1091
ND,ND,ND,0.0495,ND,0.0647
-0.0476,0.0512,0.0485,0.0831,0.1508,0.0738
0.2705,0.2725,0.1737,ND,ND,ND
0.9203,0.0387,0.6461,ND,ND,ND
ND,ND,ND,ND,0.0468,ND
ND,ND,ND,-0.0348,0.4414,0.1742
0.1949,ND,0.1998,ND,0.1062,0.0632
0.3565,ND,0.1145,ND,ND,ND
ND,ND,ND,0.1841,0.115,ND
0.3307,0.0539,0.2455,ND,ND,0.2759
ND,ND,ND,0.0082,0.0932,0.0165
0.3009,0.0252,-0.2434,-0.0578,0.1546,ND
0.1714,-0.1151,0.2473,0.1369,0.0042,0.2399
0.0531,ND,0.0514,-0.041,0.1089,ND
0.2098,ND,0.5586,ND,ND,ND
ND,ND,ND,ND,ND,-0.21
0.1198,ND,0.0174,ND,0.1782,-0.0058
ND,ND,ND,-2.817,ND,ND
ND,0.2451,ND,ND,ND,ND
0.3312,0.0589,ND,ND,ND,ND
0.2247,0.1411,0.2383,-0.0023,0.1618,ND
ND,ND,ND,0.0604,0.1198,0.1193
ND,-0.0443,0.0788,0.0938,0.0759,0.1067
ND,ND,ND,0.1548,ND,0.1761
0.2236,0.085,0.1919,0.0913,0.0824,0.0578
0.2775,0.0385,0.2079,0.0779,0.0568,0.1177
0.3646,0.1825,0.2479,0.0427,0.0701,0.1851
ND,ND,ND,0.2042,ND,0.1455
ND,ND,ND,0.2451,ND,0.3124
0.1879,0.0179,0.1541,0.1263,0.1559,0.0654
0.2702,ND,ND,0.1692,ND,0.138
ND,0.0343,0.4452,ND,ND,ND
ND,-0.2492,0.5277,0.227,-0.0109,0.2368
ND,ND,ND,0.1883,0.2333,0.2727
ND,ND,ND,ND,ND,-0.2464
-0.0409,0.1535,0.2383,ND,ND,ND
ND,ND,ND,0.0462,ND,ND
0.296,ND,0.1876,0.1339,0.0827,0.1222
ND,ND,0.325,-0.0361,ND,0.2958
ND,-0.0412,0.0067,ND,ND,ND
0.2842,-0.0889,0.1523,0.0412,ND,0.1199
0.3049,0.0315,0.2154,0.1782,0.1073,0.1735
ND,ND,ND,ND,0.0827,0.1673
0.0009,0.0636,ND,0.0237,0.055,0.0719
ND,ND,ND,0.116,ND,0.0495
-0.157,0.1335,ND,ND,ND,ND
ND,-0.0511,0.513,ND,ND,ND
ND,ND,0.5256,ND,ND,ND
0.6283,ND,0.2452,0.1483,ND,0.1843
ND,0.2158,0.6017,ND,ND,ND
0.2824,-0.0944,ND,0.0903,ND,0.1417
0.2801,0.0301,0.196,0.1125,0.1043,0.1517
ND,ND,ND,ND,ND,ND
0.1393,0.1355,-0.1101,-0.1465,ND,-0.2201
0.082,0.0901,-0.0759,-0.1627,0.1471,-0.0082
ND,ND,ND,0.1051,-0.047,0.2179
ND,ND,ND,ND,0.0988,0.1539
ND,ND,ND,-0.299,0.0682,ND
0.2485,-0.0474,0.2103,0.074,-0.0596,0.1301
ND,ND,ND,0.1028,ND,0.1719
ND,ND,ND,0.1451,ND,0.196
ND,ND,ND,ND,ND,-0.1336
0.3051,-0.0423,ND,0.1241,0.1402,0.1871
ND,ND,ND,0.2514,ND,ND
ND,0.3343,ND,0.1011,0.0094,0.0983
0.264,-0.0649,0.067,0.0788,0.132,0.1152
ND,ND,ND,0.2029,ND,ND
-0.0238,ND,ND,ND,ND,ND
0.2594,-0.07,0.2005,0.1044,ND,0.1735
ND,-0.0748,ND,0.2459,-0.1526,0.3621
ND,ND,ND,0.0202,0.1079,0.1976
ND,ND,ND,0.2746,0.0592,0.2156
ND,-0.033,0.2959,0.0957,0.045,0.1077
ND,ND,0.374,0.0667,0.18,0.1664
0.0641,ND,0.3324,ND,ND,ND
ND,ND,ND,ND,ND,0.2206
0.2134,-0.0055,0.1642,ND,0.0743,0.1389
ND,ND,ND,0.1615,ND,0.1492
ND,ND,ND,0.1379,ND,ND
0.3263,-0.0344,0.2842,0.0603,ND,0.1256
0.4081,ND,ND,0.107,0.1673,0.0461
ND,ND,ND,ND,ND,0.1331
ND,ND,ND,0.1152,-0.0627,ND
ND,0.2518,ND,ND,ND,ND
0.1879,-0.0374,0.0635,0.0333,0.0963,-0.012
ND,ND,ND,0.0661,0.1883,0.0499
0.0637,ND,ND,ND,0.1216,ND
0.484,-0.0127,0.1245,0.2115,-0.0143,0.1915
ND,ND,ND,0.1303,0.0475,0.1017
0.0498,0.0451,0.0595,ND,ND,ND
0.1832,0.0251,0.1791,0.0311,0.1515,0.0617
ND,ND,ND,ND,0.1781,ND
-0.099,-0.0887,-0.0071,ND,0.1534,ND
ND,0.178,-0.0928,0.0893,0.0951,0.1354
ND,ND,ND,ND,0.1387,0.0816
ND,ND,ND,0.1384,0.0561,0.156
ND,ND,ND,ND,0.1151,ND
ND,ND,ND,ND,0.1459,ND
0.2227,-0.0747,ND,-0.0242,-0.0739,0.1903
ND,ND,ND,-0.099,0.2059,-0.0207
0.0931,0.2117,0.011,ND,ND,ND
ND,-0.2514,ND,ND,ND,ND
ND,ND,0.0046,ND,ND,ND
0.0964,0.3402,-0.0638,ND,ND,ND
-0.1509,0.0813,-0.3014,ND,ND,ND
ND,0.5541,ND,ND,ND,ND
-0.3152,ND,ND,ND,ND,ND
-0.3471,0.5648,-0.2746,ND,ND,ND
ND,ND,ND,ND,ND,0.1178
ND,-0.1415,0.1673,0.1532,0.1086,0.0967
ND,ND,ND,0.2638,ND,ND
1.2342,ND,1.0269,ND,ND,ND
0.3355,-0.037,0.0706,ND,ND,ND
0.2302,0.5391,0.1114,ND,ND,ND
-0.2305,0.2543,-0.1823,ND,ND,ND
-0.4081,0.1924,-0.1492,ND,ND,ND
ND,ND,ND,ND,ND,ND
-0.3021,0.2503,-0.1723,ND,ND,ND
-0.1146,ND,-0.2573,ND,ND,ND
-0.5005,0.0813,-0.5443,0.1685,0.0967,-0.4843
ND,0.9649,-0.3982,ND,ND,ND
-0.2352,0.0208,-0.1313,ND,ND,ND
-0.2082,0.0154,-0.1376,ND,ND,ND
0.1203,ND,-0.0617,0.0287,ND,-0.1454
0.2227,-0.0067,0.0497,ND,ND,ND
ND,-0.106,0.139,ND,ND,ND
0.1755,0.0825,0.1594,0.1094,0.1064,0.141
ND,-0.0879,ND,ND,ND,ND
ND,ND,0.4868,ND,ND,ND
ND,ND,0.2043,0.1083,0.0477,0.0464
0.355,0.0258,0.3101,0.2257,ND,0.3516
0.3226,-0.1675,0.2246,0.0547,-0.0022,0.1008
ND,ND,ND,ND,0.0758,0.1102
0.1692,-0.3074,-0.0792,ND,ND,ND
-0.002,0.1893,0.5885,ND,ND,ND
0.1348,0.1097,0.0135,-0.095,ND,ND
ND,0.0924,-0.0601,ND,ND,ND
-0.2005,0.4196,-0.4801,-0.2173,ND,-0.5034
ND,-0.1163,ND,ND,ND,ND
-0.5985,ND,-0.5213,ND,ND,ND
ND,ND,ND,0.0346,ND,-0.1507
0.1987,0.1687,0.0239,ND,ND,ND
0.1525,0.2117,ND,ND,ND,ND
0.4029,0.3414,0.309,ND,ND,ND
0.3166,0.1541,0.1781,-0.0763,0.1698,0.113
0.6326,ND,0.3014,ND,ND,ND
0.3623,ND,ND,ND,ND,ND
0.238,0.0901,0.2181,ND,ND,ND
0.2869,-0.0739,0.2125,0.0427,ND,ND
-0.0575,ND,ND,ND,ND,ND
0.2718,0.1626,ND,ND,ND,ND
ND,ND,ND,0.1512,ND,0.0747
ND,ND,ND,ND,ND,0.1342
-0.1418,0.0472,-0.0866,-0.0797,0.2565,0.0107
ND,ND,ND,-0.5451,0.6918,0.1264
ND,ND,ND,0.0827,ND,0.1238
-0.1924,1.0203,-1.5824,-0.0526,0.1477,-0.1137
ND,ND,ND,-0.0843,0.1068,-0.0641
ND,ND,ND,ND,0.137,ND
ND,ND,ND,ND,ND,-0.0181
ND,0.0444,0.0279,-0.0366,0.087,ND
0.2477,ND,ND,-0.1132,0.0904,0.3896
-0.1687,0.2723,ND,ND,ND,ND
-0.0752,0.1485,ND,ND,ND,ND
-0.0907,ND,ND,ND,ND,ND
-0.1749,ND,-0.3431,ND,ND,ND
0.0119,0.0908,-0.184,ND,ND,ND
ND,0.2057,-0.2358,ND,ND,ND
0.0999,-0.0897,0.2016,ND,ND,ND
-0.049,0.0989,-0.2151,ND,ND,ND
-0.0687,ND,ND,ND,ND,ND
-0.0685,ND,ND,ND,ND,ND
ND,0.0372,0.2194,0.3177,ND,ND
ND,ND,ND,0.0915,-0.0412,0.0054
0.0172,ND,ND,0.1524,0.0307,-0.1182
0.1505,0.3871,-0.043,0.0186,0.1235,-0.1027
0.0307,-0.2554,0.0403,0.0805,-0.1494,-0.1879
0.0976,0.2393,-0.0328,ND,ND,ND
ND,0.1702,ND,ND,ND,ND
-0.1366,0.1285,ND,ND,ND,ND
-0.03,ND,-0.0253,ND,ND,ND
0.1002,ND,ND,ND,ND,ND
-0.0464,0.234,-0.2383,-0.058,ND,-0.1727
ND,ND,0.1488,ND,ND,ND
-0.0787,-0.0337,-0.155,ND,ND,ND
ND,0.0591,ND,ND,ND,ND
0.0333,ND,ND,ND,ND,ND
0.8261,ND,ND,ND,ND,ND
-0.0016,0.2052,0.0097,ND,ND,ND
0.0248,0.1439,0.0169,ND,ND,ND
ND,ND,0.0853,ND,ND,ND
0.0723,0.1129,ND,ND,ND,ND
ND,0.0466,0.0081,ND,ND,ND
-0.0173,0.1105,-0.0607,-0.0075,0.0082,ND
ND,ND,-0.2508,ND,ND,ND
ND,ND,-0.2023,ND,ND,ND
0.3157,-0.36,0.3644,ND,ND,ND
0.1003,-0.058,0.0042,ND,ND,ND
0.0507,0.0867,-0.0536,ND,ND,ND
2.5931,-1.1735,1.6959,0.35,ND,ND
0.1622,-0.0954,0.0419,ND,ND,ND
