C1_lung,C2_lung,C3_lung,V1_lung,V2_lung,V3_lung,V4_lung,V5_lung
2.700540304,2.042953253,4.755652428,1.645199537,0.554897666,0.775550783,1.106080532,1.515009761
0.097046919,0.053051695,0.151329935,0.249367863,0.561484039,0.360252887,0.344919086,0.352693975
1.285372376,1.112885952,1.06573534,0.953183711,1.041689992,0.837635279,0.768988669,0.879672825
5.461984634,4.112039089,8.324612617,1.933415055,1.675973892,0.044192888,3.03697443,2.47461772
0.717329264,0.104743332,0.144685656,1.445751309,0.730731487,0.847086489,0.938814342,1.131265998
0.193496734,0.265342832,0.355484933,0.208547249,0.117779568,0.055469312,0.05622739,0.07529448
2.366229296,2.522286415,2.693234921,1.390353203,1.247232318,1.42716074,1.849439621,1.532214642
15.23658752,9.590341568,18.8534832,9.155237198,6.122127056,9.405879021,7.361649036,9.211979866
1.447163224,1.621517181,1.975238204,3.116082907,6.124228954,6.555533886,2.482290983,3.701500893
3.298957825,3.32474494,4.202158451,1.598536491,1.524138212,2.536957502,2.083183527,3.057773829
3.676804304,4.020759106,4.994860172,3.176231861,2.889188528,1.760103106,2.473471165,2.983927965
1.577074528,1.489970207,1.898336649,1.354187489,0.517621875,0.766034424,0.955831528,1.495114684
0.96873796,1.162170172,1.411278129,0.656922817,0.535909474,0.549960911,0.771582782,0.794498742
0.193670377,0.230015829,0.422200114,0.180081978,0.057923485,0.051717509,0.091112763,0.096241325
0.142153442,0.074926414,0.095419034,0.179710373,0.227133557,0.171203226,0.159895524,0.173205197
0.35382092,0.229500547,0.085868306,0.533943772,0.357798487,0.480152518,0.304323494,0.576465607
3.928985119,9.385697365,9.269294739,15.03103352,24.49446106,12.99635029,15.01175976,17.68054199
0.8979159,0.86050272,1.143898368,0.528273702,0.328226596,0.455481708,0.621748745,0.563579679
4.659591198,3.83488512,8.497476578,4.242203712,1.924467564,2.149785042,1.746264577,2.209324598
32.73986816,31.69715309,47.90225601,31.99065208,9.923274994,7.396689415,15.95012474,18.64804459
4.719027519,4.724133968,6.231544495,3.548731804,4.43070364,3.059118748,4.176466465,3.335811138
0.437900394,0.186143175,0.254359007,0.089636125,0.05041936,0.148686618,0.101730898,0.060567956
0.110444918,0.186421007,0.21367912,0.078127503,1.151520491,1.247783899,1.195109367,0.979007304
3.152026176,2.896499634,4.210241318,1.454601169,1.382146835,1.834278464,1.252075315,2.746849298
1.109532952,1.467297196,0.097713143,1.871274233,2.393462658,2.875733376,1.877870798,2.207412958
0.277325362,0.556627035,0.441767842,0.076627582,0.125381857,0.140825838,0.054535661,0.246502399
0.165461227,0.208229944,0.173902065,0.129089728,0.120340504,0.137661323,0.157612756,0.101798356
0.157213435,0.082027256,0.100708954,0.468239993,0.274488509,0.22243081,0.429510236,0.324702621
3.130528688,1.838087559,3.17996645,1.989694238,1.460271835,1.512710214,0.956696212,2.044533968
1.014550328,0.738341451,1.134647727,1.308252215,1.975161076,1.829552889,1.460569978,1.393231273
0.965766132,1.151385784,1.564427137,0.616734326,0.492642969,0.557978094,0.685805202,0.970652699
0.793940544,0.739335239,0.97336942,0.547850788,0.312664658,0.314688444,0.359746814,0.534444928
0.193076044,0.263057142,0.261904329,0.349092036,0.419737965,0.409790128,0.418718874,0.375318617
0.551215768,0.372888237,0.233694464,0.610336363,0.493623853,0.656042278,0.626418114,0.656117201
1.83056736,2.460892916,2.117734909,0.711286545,1.676289201,1.775844097,1.508404851,1.334041357
26.94326019,20.73908043,16.19650459,16.52708626,12.70039272,16.52978516,11.00581169,12.46530724
0.078117713,0.046358213,0.104787134,0.651022911,1.13929379,1.279689789,0.723298311,0.705359697
2.378965616,2.862195969,3.454868317,1.571450472,0.811343849,0.637628794,1.576300502,1.6004318
5.91200304,9.898411751,5.328442574,13.72078609,16.53061676,15.50058556,16.77331161,10.33736801
0.103436284,0.173458621,0.126468122,0.064318351,0.069156386,0.078493685,0.085777156,0.07782498
32.6792717,23.81427574,57.90505981,21.48303032,21.58176994,13.10161495,17.62866783,13.36023903
1.435507536,1.429607272,0.353436083,0.094074726,0.121444032,0.189407989,0.055293791,0.07378111
2.707140207,4.097316742,4.181133747,2.739981651,2.376401424,2.381110668,2.776632547,2.625530958
0.143006563,0.209989309,0.212548703,0.091115624,0.108817972,0.083564736,0.109317936,0.127984256
4.763025284,5.30310297,5.465800285,3.902765989,2.907160759,3.967866182,4.357014656,4.397479534
2.587417841,2.219993353,3.880489349,1.955290794,1.023122191,0.784610927,1.322772622,1.61183095
0.13338995,1.290772557,1.125537276,4.333767414,3.69814992,4.078999043,5.024558067,4.200297832
0.11428383,0.12803562,0.189750269,0.09349858,0.033064734,0.062042098,0.079041086,0.110567115
1.370822191,1.209724307,0.74126327,2.018849134,2.127732515,1.822545886,2.178299665,1.790993929
1.178965688,1.148036361,1.652214408,0.82579875,0.700287282,0.728946686,0.599439681,0.846254587
0.340667695,0.412050486,0.3311297,0.158639178,0.119377099,0.269159824,0.308781832,0.277492225
27.19953537,31.27203369,27.62380981,20.78806686,10.60643387,13.19286823,16.17494583,22.89577866
9.369743347,5.350214958,11.15912819,6.473066807,5.266254902,3.274996758,4.370849609,4.625813961
0.057952572,0.065116808,0.193054795,1.586123586,1.66185534,0.953949988,0.092669845,1.396098852
3.218718767,2.713313103,3.222248077,3.445023298,3.454246044,4.443684101,4.301328659,3.627867699
20.77691841,18.43829346,30.21631622,14.44601917,8.057384491,14.23575783,15.38323116,19.4300499
0.599305272,0.693142951,0.972248197,0.551566899,0.290835202,0.345163614,0.494846433,0.585209548
0.380833656,0.500570476,0.152300939,0.494674742,0.598304331,0.607547939,0.470773369,0.632398784
0.165019721,0.184792265,0.24040021,0.08227139,0.115575947,0.113322906,0.117933728,0.142668501
0.054059602,0.039806169,0.224572912,0.741475761,0.778832674,0.520629644,0.669687331,0.139545575
2.07062912,2.114100456,2.200523138,1.40219152,1.221237421,1.389649391,1.590377688,1.71035111
0.068653703,0.117578849,0.09629564,0.239387766,0.298125684,0.284591317,0.37382403,0.244842127
1.010961056,1.264639854,1.389880419,1.054516912,0.677200079,0.790216446,0.870330691,0.696898878
0.312400639,0.291858375,0.339170218,0.520190001,0.728699505,0.632186174,0.435493916,0.735131621
2.953338623,2.428760767,2.263128281,1.210328698,1.086918473,1.590275168,1.656751513,1.881938577
64.77807617,76.98847198,81.83516693,43.50624084,50.71118927,54.66692734,53.52103043,50.52393341
6.835198879,6.496742725,9.348720551,4.867059708,2.11603117,1.812214851,6.297385216,4.837509632
1.12273252,1.879421353,0.473930091,2.934755802,2.46374011,2.861686945,1.776010036,2.829439163
8.2952528,9.725054741,11.56419468,8.495134354,4.541759491,4.330269814,7.034103394,5.169215202
4.372057438,4.724870205,5.220986366,4.150640011,3.201478243,2.836071014,3.4083426,3.524391413
0.347692013,0.261743158,0.448314756,0.120400742,0.212321311,0.215529263,0.237164497,0.233747527
0.719876528,0.642497003,0.349705637,0.86246264,0.883162796,1.135966659,0.741422236,0.891496718
0.39540717,0.397990346,0.729256213,0.255777329,0.202844724,0.159095958,0.366906494,0.348746806
110.5364761,46.78861618,100.4158173,42.85879135,28.48584557,29.04673958,27.0489769,30.48640823
0.218375146,0.187356919,0.174420014,0.104210407,0.089016952,0.107749976,0.073660359,0.072554946
3.93670392,3.854024649,4.945804119,3.375833273,2.056859732,2.061302423,2.894957304,3.048711538
1.482593656,1.595531702,1.843860865,1.216496825,1.166935205,1.223699689,1.275940776,1.400311589
0.302022398,0.308667988,0.401532412,0.22473374,0.186498031,0.223816976,0.256018251,0.297691882
4.61559248,3.63675499,7.014575958,2.981035948,1.03524375,1.302470326,2.221292257,1.715378046
49.20494461,46.02672195,43.60913467,41.2037468,11.55584431,13.23784447,19.40059471,25.13876915
35.11346817,42.65522003,36.55905151,27.41743851,14.69905949,16.71783257,15.49460506,24.87290764
1.083326936,1.523206592,0.636423051,1.347559571,1.727543354,1.86266458,1.921485901,1.782427073
9.46275425,10.53664112,21.58194733,7.805531502,1.744884968,4.038587093,5.59802103,7.266708851
6.793516159,6.484596252,8.717529297,4.749827862,5.994605064,4.9696908,5.252144814,6.005734444
7.471633434,6.056534767,8.205475807,5.560876369,4.971271992,4.486703396,6.472744942,5.278604031
7.851408005,9.026464462,16.41422081,7.79863596,6.820347309,5.225850582,3.905644655,5.180897713
1.461443424,1.414038062,1.692534089,1.049268246,1.178986788,1.155716419,1.112859726,1.451925755
0.076600283,0.030822717,0.14285025,0.980576217,1.093329668,1.550123811,0.035699688,0.997415781
1.922462463,2.659832716,3.630956411,1.314765096,0.845536709,0.556250811,1.843213916,1.614379764
0.897607088,0.712650418,0.109868459,1.565665483,1.406214952,1.207600117,1.858605504,1.06584537
1.0766114,1.294269204,1.085404634,0.547774136,0.442649931,0.552894056,0.741422236,1.167587042
4.678116798,4.788914204,0.176994264,6.89947176,5.807875633,6.978881836,5.879220009,5.563579559
11.11347008,16.5221386,9.202952385,18.19017792,19.84620094,17.78679657,19.79074669,17.1605072
6.939405918,6.000588417,9.677629471,6.962685108,3.519829035,2.188469648,4.637521267,4.203836918
6.037437916,5.860355377,3.125070095,1.522182226,0.916409731,0.207432941,1.818068743,4.113919258
1.974488616,1.429055214,1.257335067,0.92517817,0.592979252,0.753193855,0.879496455,1.332519054
0.12868005,0.255931377,0.252363056,0.104716122,0.077280685,0.092535339,0.165021434,0.109282099
80.2431488,94.35016632,92.24443817,114.8915634,116.4833374,132.5511627,110.7983017,110.0148697
0.52836746,0.613714099,0.762474298,0.574898422,0.186091647,0.117357582,0.260576934,0.33238107
0.431725234,0.762302577,0.162257954,0.927706718,1.455997825,1.122409105,1.465827465,0.676083207
3.133461952,3.4373734,4.025182247,2.381158352,2.65992856,2.452418327,2.5196805,2.888416767
1.803048968,2.152011395,2.726032257,2.928472996,6.07798481,6.144245148,6.754980564,5.706244469
1.845156312,2.180757523,8.018127441,9.034939766,21.53973198,37.2539444,14.56696129,20.00991058
0.051928189,0.158778027,0.189828515,0.641598344,0.869744956,0.601062477,0.523588836,0.519151807
0.113385156,0.040158637,0.123746246,0.35078153,0.363018483,0.493156075,0.14462398,0.357405841
4.766885757,3.521991968,6.484302521,3.277449608,1.718539834,1.653532863,1.891221642,3.004743814
19.95252609,14.94497395,18.05737495,12.12780571,12.00777721,7.781580448,14.31274128,10.58057308
0.394519508,0.635687768,0.147575662,0.744655609,0.708029687,0.72158128,0.852621794,0.652754128
1.527672648,1.824321747,0.087738678,0.109432407,0.129261345,0.054418933,0.049269248,0.059254892
2.695329905,2.494534254,3.220893383,1.737606287,1.496461511,1.709034085,1.90654397,2.412984848
0.16264376,0.186473534,0.204332933,0.070672072,0.046163402,0.032252178,0.100858659,0.083672464
0.610459268,0.446832776,0.589142203,0.082886592,0.039813709,0.308789611,0.290654421,0.354184359
28.83597183,24.67186737,39.21836472,28.44686508,16.09339905,11.82570839,14.79973602,13.62645149
5.648398399,4.836762428,4.871518612,6.707532406,6.610145569,7.194303036,7.697496891,5.731025696
1.77537632,1.765283942,2.036301613,0.998544157,1.185187817,1.462944984,1.457111239,1.319951892
1.910305023,1.342007399,2.272565603,0.893533051,0.814111531,0.812051892,0.815405369,1.074412227
2.177576303,2.589384794,2.676182032,2.176882982,1.495515704,1.692706347,1.846292257,1.852909803
64.34196472,4.761677265,25.88488388,85.67926025,148.3639221,71.73771667,70.48631287,144.0314331
7.244692802,3.125878811,9.480003357,4.54486227,2.737002373,1.724872947,2.966761351,2.862503529
0.157383248,0.142125219,0.195692882,0.04479672,0.058292866,0.062180836,0.083377406,0.074024975
5.663064003,6.490485191,7.756494522,5.121446609,3.235706329,4.085842609,5.129012108,4.34791851
0.524971068,0.08960218,0.131463319,0.765726745,0.675623596,0.701114595,0.750968456,0.45571366
7.085296154,6.655011177,6.648290157,4.837943077,5.99495554,4.790119171,3.990038633,6.242918968
21.8162899,16.33000946,31.2581768,17.02283478,12.71160316,13.18472099,15.14492226,15.21204948
5.829795837,6.783097744,6.459073067,4.962454796,2.687324762,2.540314198,3.559767485,3.792126894
0.092530556,0.112808712,0.133264825,0.13102062,0.134921506,0.158747226,0.159681112,0.150792971
0.343844086,0.378924519,0.466295958,0.127649203,0.265772134,0.137970939,0.196983933,0.318079144
38.74565887,19.90981865,22.87843323,21.58416557,13.17965221,7.219397545,8.935391426,16.0683918
2.222887039,2.623688698,2.887357473,1.99394691,2.290463686,2.111654282,2.216173172,1.884027123
9.142028809,10.30807018,13.27648926,7.881771564,6.035594463,6.283730507,8.703652382,9.342253685
1.253685832,0.813647926,0.151617527,2.013102531,3.710061789,1.900078177,1.874965429,2.787878752
0.083183721,0.072218768,0.073305503,0.345199585,0.247232348,0.201518729,0.335722208,0.466546237
1.01987648,0.624719322,0.939450562,0.424603462,0.283215404,0.281951517,0.601653278,0.474936247
2.661790848,2.166255713,3.616940737,2.067389488,2.143988132,1.975264192,1.522274613,1.770638585
4.190274239,4.565865517,6.857596397,3.747950315,3.549257278,3.050352097,2.570731878,3.578306437
1.035893559,1.066914439,1.155391455,1.401846647,2.258267879,2.467214108,1.704620957,1.86353004
1.720918536,2.896646976,4.924313068,0.081062533,0.064729437,0.078744844,0.133865207,0.084908843
39.2937088,32.32728195,43.64838791,26.56118202,16.13018608,15.74077797,30.74259949,28.59954262
0.624507964,0.534138143,0.143751815,0.71691823,0.768322587,0.902848363,0.717695117,0.805189729
1.333616495,1.20151639,2.169267416,0.879664421,0.319226444,0.523171663,0.93272692,0.940208137
5.67194128,2.230483294,4.507287979,1.239790082,1.445382595,2.032557726,1.415536761,0.990831137
0.866808236,1.114873528,0.579985023,1.248601675,1.68529284,2.852333546,2.292750597,2.421658278
2.070436239,2.989731312,2.103718996,2.048501968,1.422715783,1.632055759,1.622163773,1.644611955
0.122932807,0.362567633,0.382213593,0.130648866,0.127293184,0.158304021,0.057794191,0.068348564
1.095947504,1.993890047,0.169993505,1.885755897,2.381761551,2.097314596,2.289810658,1.940597534
0.152422279,0.115647323,1.167678952,1.289709687,2.062289715,1.357613087,1.324882507,1.24146843
0.602045596,0.316124976,0.224228248,0.797984838,0.918126345,0.568374395,0.812292516,1.003115296
3.898495197,5.363098145,9.204821587,9.343729973,23.81270981,23.01427269,15.23761749,13.14181423
0.792628348,0.333045006,0.956737041,1.312887907,1.349600554,1.144309759,1.118947268,1.18613708
39.66808701,23.63502884,28.74743271,22.92506027,23.87892151,20.75218391,18.33667946,19.41765785
4.253184319,5.768339157,7.400485992,4.455981255,4.620936394,3.200788736,3.343698025,3.978334665
1.305441976,1.189002156,1.606755733,1.109416842,0.986056566,1.025387883,0.900802433,0.85425514
0.960401416,1.095954895,0.578443289,2.060071945,1.969170451,1.756127,1.915951967,1.595404863
0.184604302,0.118314996,0.21048525,0.100717291,0.078300171,0.08570917,0.075875081,0.101228409
0.440872252,0.528874815,0.773687124,0.209953263,0.120557733,0.201225415,0.358812958,0.447111309
0.775646448,1.016342044,1.336385727,0.821316361,0.588565052,0.498272717,0.584497809,0.590519667
1.762948632,2.066583157,3.72318244,1.55359745,0.907335997,0.847119033,0.778189003,1.072359085
0.302153617,0.365637302,0.235965237,0.454332978,0.616661966,0.598390043,0.827268958,0.471927196
10.49247456,12.96698475,12.45141029,10.20726395,4.234865665,4.611197948,8.232567787,7.834889889
0.137524962,0.030756133,0.091184586,0.099386752,7.560608387,9.872571945,6.816546917,7.039790154
1.047472,0.887113988,1.350448489,0.628189385,0.389433861,0.263788968,0.560355544,0.749752164
0.306375921,0.216632932,0.249057442,0.645429432,0.662450969,0.295049548,0.609020472,0.499150395
2.413199663,2.713865042,2.610026121,1.626618624,0.062047001,0.083082058,1.523796439,0.130988479
12.21651745,9.006220818,13.79321671,5.932495117,5.672294617,5.188697338,7.438779831,7.52513361
1.503743768,0.625492275,1.969958901,0.801126361,0.572414517,0.357482731,0.196440905,0.557419956
35.53840637,36.05027771,36.95430756,24.79350471,17.84087563,11.98474884,17.15688896,32.98569107
0.151923493,0.077523716,0.051989499,0.080734387,0.604540348,0.594446659,0.369085491,0.434402406
0.668699324,0.698884785,0.792795718,0.692973733,0.383267909,0.458838463,0.4393332,0.583191693
0.07952521,0.555486023,0.07030239,1.200674295,1.495445609,1.071633458,0.557588577,0.477803737
0.293909669,0.145091847,0.110929549,0.249149501,0.398017079,0.324892461,0.336234123,0.304644555
0.642879188,0.89635241,0.914501965,0.461688757,0.407371074,0.539206147,0.594286144,0.430649936
3.825202465,2.762597084,1.767753601,4.02344656,4.609724998,4.400339127,4.377420902,4.156045914
1.379274487,1.497110724,0.193806767,1.470232248,2.344730854,2.3027637,1.825954676,2.762036085
29.10961533,63.17125702,55.86338425,20.85816956,15.63936424,22.31521225,19.94327736,26.10344315
0.87746042,0.808421373,1.438609481,0.538962483,0.310758829,0.372800171,0.530333459,0.637071669
0.187299833,0.333637595,0.532050073,0.580262065,0.839440882,1.069124103,0.816373885,0.613140762
0.556657672,0.993890107,0.772425711,0.305474669,0.174943939,0.327043414,0.336701035,0.554375529
8.154766083,8.002503395,11.32311726,20.75933075,15.69051266,20.36044693,21.20469093,20.57313728
3.114511967,3.250211477,4.223275661,2.678837061,1.024523497,1.637107253,1.902808547,2.514372587
0.087451704,0.072948381,0.310976893,2.120986938,1.339125514,2.412984133,1.218040943,0.279506505
1.697761536,1.237439752,3.097785234,0.94751358,0.668231487,0.924683928,1.113966584,1.14553237
9.448861122,9.46667099,9.761258125,7.424718857,4.3767519,2.92018652,6.220254421,7.46212101
0.867580116,1.355920315,1.444169283,0.720136404,0.629344165,0.523106515,0.602829278,0.900842488
0.959822536,0.593838513,0.979349613,0.44946748,0.472463578,0.484226316,0.47921285,0.617955267
0.838826716,0.652103484,0.055728495,1.000804543,1.461953402,1.534187198,0.85414362,1.208616495
1.300038576,1.270565748,1.488553405,1.684966683,1.858394027,1.944400907,1.71731472,1.669498682
9.979930878,10.87820721,10.30228043,8.180214882,7.010930061,5.109177113,8.748270035,8.697254181
7.065997601,6.765798569,6.609512329,5.273542881,6.137192249,5.297549725,5.969493866,5.61030817
0.173477426,0.195829794,0.135478675,0.120580807,0.107111827,0.032980081,0.076596461,0.054071076
1.048745751,0.807795644,1.222388268,0.791395307,0.683436096,0.677291095,0.725719452,0.802747071
3.446236849,2.565387011,3.790179253,2.000574589,2.098058939,2.387498379,2.681343555,2.333014727
0.308251649,0.361029118,0.469835341,0.220680401,0.25915429,0.157336071,0.241401494,0.147759005
5.19181776,4.039530277,7.392076492,3.748486757,3.12132144,2.567005634,3.070386171,2.895602942
1.228753448,0.908829927,0.252132654,1.7412076,1.375,1.600117326,1.689921141,1.382681966
247.352417,191.3540955,165.7213593,119.619194,53.17404556,94.25432587,55.56171036,155.4729767
0.584561944,1.108616471,1.053774953,0.600528717,0.192075387,0.223236874,0.539118707,0.717962325
0.063668057,0.128120676,0.063209333,0.357026279,0.682104766,0.497816473,0.438987285,0.113684289
0.281451166,0.370495766,0.385591447,0.274369776,0.171482623,0.215480402,0.179022551,0.287970841
4.681590557,5.60197258,5.781162739,4.460961342,3.208309889,3.988072157,3.37565732,4.577315331
0.089186445,0.100536413,0.201865941,0.257076085,0.467839092,0.484486997,0.26796487,0.285078585
7.163644314,8.1898489,0.191016972,0.233035102,0.602683544,0.732336104,0.760653079,0.103530638
23.52528,25.51069641,46.62773895,17.94996643,7.509108067,9.020009995,14.01459694,19.63749313
19.11848831,22.47193909,16.62726593,24.8367939,32.75469589,41.53304672,32.08563614,28.19915962
1.175492048,0.933821619,1.135348558,0.766952753,0.624299347,0.890138268,0.691927254,0.527470946
81.30451202,79.09749603,83.8581543,66.50449371,48.71776962,36.87589264,36.9016304,54.75432205
0.23906599,0.208307281,0.223635778,0.206187248,0.081196837,0.10418459,0.141463771,0.165632948
0.275079131,0.282918036,0.272023916,0.148103595,0.140071481,0.203682691,0.236967355,0.231821701
0.818757236,0.952813864,1.524808288,0.47850737,0.4133268,0.458740741,0.690336168,0.54134804
25.96603966,21.398283,35.70220566,22.40250397,11.14314842,10.40542221,12.45814896,20.17948532
0.253083766,0.047342084,0.10633079,0.335817188,0.459991574,0.611947596,0.306056291,0.363423944
1.205673456,0.717104077,1.316809893,0.623055696,0.375630617,0.365271777,0.451646358,0.831634104
8.363952637,7.706209183,13.14146709,11.63282585,19.27725792,18.46434593,18.13364792,14.02364635
5.411423683,5.251573563,7.708839417,3.559037685,2.324831724,2.766849279,4.790052414,5.329227448
0.075817749,0.189469874,0.9254812,1.167420149,2.441213608,3.367553234,1.622751832,3.097528696
3.055422783,1.535389543,3.214025021,1.513715506,1.513137579,1.394603133,1.237756014,1.470829725
0.334399849,0.444293112,0.395818532,0.298352599,0.174281806,0.184105724,0.184411317,0.262899995
3.508066893,2.602193594,3.75467205,2.332158566,1.532931566,1.684363246,1.506467938,2.006973743
4.927441597,3.994626045,7.108016491,3.110106468,2.986932516,3.018413544,3.957526445,2.384451866
0.543844044,0.755309343,0.763502061,0.531376898,0.174201205,0.179787099,0.350996137,0.260775983
0.339440376,0.091314532,0.116744563,0.438970178,0.328958809,0.39610222,0.68691206,0.603936553
0.14685519,0.121401057,0.169040382,0.370795339,0.475161165,0.485986203,0.208007067,0.331357956
0.583249748,0.662998259,0.748551667,0.555627942,0.383583218,0.417383671,0.601895392,0.478016138
0.154172137,0.203478247,0.24510321,0.059168626,0.034093406,0.074439026,0.129627839,0.091879055
0.383604795,0.099975221,0.325056046,0.070700586,0.135925561,0.103456751,0.138047844,0.079934709
0.060365006,0.089327313,0.17161876,0.657037795,0.75634104,1.423184752,1.999100685,0.906223416
0.346213818,0.226173207,0.400616705,0.652861893,0.599880874,0.872213542,0.389665216,0.577067375
7.964107037,8.861938477,10.55877399,8.911578178,4.52214098,4.63173008,5.626383781,6.405763149
3.110652447,3.261511087,2.590450287,2.962608337,1.741732121,1.478686094,1.944348574,2.085103273
0.613392472,0.53424859,0.64469254,1.3002069,1.984269857,1.47200501,1.208564043,1.044640183
0.207263634,0.19875592,0.104240149,0.217140466,0.239766657,0.225035861,0.233048573,0.245139465
0.303446531,0.318252414,0.162436932,0.495479286,0.496917039,0.523693144,0.548353612,0.581457078
66.91238403,27.41617012,47.45374298,23.83456802,18.78678131,19.45900154,31.13828468,24.50792885
1.455770016,0.824616313,2.107736826,0.770439029,0.508022666,0.458675563,0.755568683,0.828483403
2.876765728,2.750818968,3.051765919,1.752317905,2.375946045,2.00664854,2.476826191,2.751522064
0.335117728,0.481099784,0.073124856,0.615163624,0.713705182,0.843729675,0.59106946,0.6071226
1.28946352,1.223526716,0.607316375,0.624549866,0.480801582,0.194759488,0.474854767,0.538976192
2.268043041,2.510913134,3.251728773,1.51953876,0.632181883,0.93354851,1.906855226,1.91443646
1.047472,1.261437654,0.132281139,0.106940068,0.075783372,0.060871962,0.179196656,0.048284139
37.98031616,38.23107529,85.99326324,23.13731194,18.31137657,22.37127113,24.45075035,20.81669617
1.035468936,0.912768245,0.782050073,1.385104537,1.411890388,1.152522445,1.087437749,1.098803401
10.61404705,16.42865181,11.51513577,9.550992966,4.205437183,5.330139637,8.06689167,8.701145172
0.525434196,0.584931314,0.57447201,0.111531317,0.188211158,0.180621833,0.363586068,0.53575474
0.133452326,0.081024654,0.221700177,0.067990959,0.070183799,0.044482473,0.070735328,0.066333897
46.44152832,46.43527985,50.05138397,43.29169846,28.76751709,33.39199829,41.52602005,33.13189697
0.047811486,0.055810113,0.169083238,0.056168508,0.452003926,0.349889219,0.449744076,0.428986102
3.660864592,4.302697659,3.661558151,2.169986963,1.124019027,2.565539122,2.222744942,3.060959816
0.42666924,0.328495711,0.418449819,0.202628151,0.261582106,0.078804389,0.278949916,0.218450844
0.10444621,0.171309873,0.372397661,0.2430989,0.500840783,0.543377697,0.480803847,0.482724458
2.4094944,2.728955746,3.25383091,2.478698969,1.367642879,1.035490751,1.422973156,1.980175376
0.081797108,0.198763281,0.215968952,0.277143508,0.309995085,0.497490585,0.486234099,0.459359944
1.373678088,1.342080951,2.104513168,1.093747616,0.620165348,0.721385717,1.401978493,0.942509174
