Intensity,Intensity LEIBR,Intensity LEIDO,Intensity LEIIN,Intensity LEIAM,Intensity LEIMA,Intensity LEITA,Intensity LEITR
566790,0,0,0,0,0,0,566790
7005500,7005500,0,0,0,0,0,0
3054100,3054100,0,0,0,0,0,0
35881000,0,33402000,2479300,0,0,0,0
20711000,0,0,0,0,0,20711000,0
1485000,0,0,0,0,1485000,0,0
1389300,1389300,0,0,0,0,0,0
18581000,15519000,0,0,3062100,0,0,0
15754000,15754000,0,0,0,0,0,0
102090000,0,26596000,11201000,495980,0,63798000,0
3336100,3336100,0,0,0,0,0,0
2724000,2724000,0,0,0,0,0,0
3609000,3609000,0,0,0,0,0,0
692650,692650,0,0,0,0,0,0
11198000,6434700,0,0,0,0,4763300,0
8105700,0,0,0,2926100,2121500,3058100,0
1611500,1611500,0,0,0,0,0,0
10344000,650550,0,0,0,8458700,0,1234900
357230000,194890000,0,0,0,0,162340000,0
51464000,7594100,0,3266000,0,0,40604000,0
5733700,0,0,0,634660,1609400,0,3489600
39570000,0,25420000,4387800,0,6685100,0,3077200
11414000,1009200,0,0,0,0,10404000,0
6200200,6200200,0,0,0,0,0,0
1722300,1722300,0,0,0,0,0,0
62822000,0,20533000,13723000,1897700,26669000,0,0
3397700,0,0,0,0,0,0,3397700
44592000,44592000,0,0,0,0,0,0
1869100,0,0,0,0,1869100,0,0
60226000,60226000,0,0,0,0,0,0
2246500,2246500,0,0,0,0,0,0
61085000,0,12547000,12655000,4821300,24808000,0,6253800
1178100,0,0,0,0,1178100,0,0
8158100,8158100,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30554000,30554000,0,0,0,0,0,0
24869000,0,0,0,0,0,0,24869000
343290000,328440000,0,0,0,0,14842000,0
12959000,12959000,0,0,0,0,0,0
8311500,0,0,7578100,0,0,0,733430
77827000,41576000,0,8233700,5273700,0,22743000,0
8913100,1317800,0,7595300,0,0,0,0
4087200,0,0,0,0,0,0,4087200
14239000,14239000,0,0,0,0,0,0
1423000,0,1423000,0,0,0,0,0
8106600,8106600,0,0,0,0,0,0
17127000,0,0,4544200,0,473210,12110000,0
11707000,11707000,0,0,0,0,0,0
540780,540780,0,0,0,0,0,0
19795000,0,0,0,0,0,19795000,0
10139000,10139000,0,0,0,0,0,0
5064100,2398000,2666100,0,0,0,0,0
38335000,38335000,0,0,0,0,0,0
92151000,2948700,68649000,12651000,0,6731000,0,1171300
11318000,0,3847300,0,2293600,0,5177000,0
14795000,11499000,1339000,476920,0,349710,1130600,0
127260000,9872000,16049000,6115900,0,0,95221000,0
9553600,9553600,0,0,0,0,0,0
20424000,0,0,0,0,0,20424000,0
4983300,4983300,0,0,0,0,0,0
16153000,16153000,0,0,0,0,0,0
1635100000,55103000,456220000,156020000,69823000,692160000,128100000,77723000
40678000,0,10023000,5237000,2880400,17895000,0,4642900
7559800,0,4047300,0,3512500,0,0,0
9743700,0,0,0,9743700,0,0,0
338880000,0,171120000,16717000,0,5393600,143830000,1818900
272020000,0,64506000,63041000,12008000,0,132470000,0
61115000,0,0,0,0,0,0,61115000
70790000,15410000,17623000,990280,0,2586300,33080000,1100800
12381000,1014600,0,0,0,0,11366000,0
2454700,2454700,0,0,0,0,0,0
13293000,13293000,0,0,0,0,0,0
257130000,70863000,37552000,9860200,0,5653800,132960000,245540
26723000,26723000,0,0,0,0,0,0
23339000,19228000,0,0,0,0,4111000,0
13440000,13440000,0,0,0,0,0,0
13459000,0,4843700,0,0,8615400,0,0
8373200,8373200,0,0,0,0,0,0
214650000,19142000,56201000,11311000,14725000,16288000,69329000,27652000
3382900,0,0,0,3382900,0,0,0
30285000,0,0,0,0,0,30285000,0
26366000,0,0,25066000,0,619490,0,680850
15358000,0,10196000,0,0,4772900,0,389530
42891000,0,29336000,5565800,0,6943600,0,1045600
5701600,0,4163000,0,0,1538600,0,0
115850000,0,51321000,35555000,0,9604600,19369000,0
6000300,0,0,0,0,0,6000300,0
6691800,0,0,0,5725000,0,966860,0
14614000,0,6295700,7031800,0,0,0,1286900
1484700,0,1484700,0,0,0,0,0
3117400,0,0,0,0,0,3117400,0
656930,0,0,0,0,656930,0,0
38138000,0,32213000,5924200,0,0,0,0
8110600,0,3090000,0,0,5020600,0,0
446770000,0,134260000,0,3577700,24669000,282550000,1710300
201140000,0,127540000,73609000,0,0,0,0
6995600,0,0,0,0,0,6995600,0
104300000,0,0,1796300,0,827180,101520000,164240
113190000,5879500,15699000,16686000,1198200,0,61054000,12673000
8339900,0,0,0,0,0,8339900,0
8738800,0,2445100,4750500,0,1543200,0,0
54954000,0,5011400,20334000,0,0,29609000,0
160560000,8992500,59915000,8986600,6014700,26506000,48408000,1733900
1625100,0,0,1625100,0,0,0,0
2242400,0,2242400,0,0,0,0,0
50843000,0,40155000,9429100,0,0,1258800,0
2799100,0,0,0,0,2799100,0,0
712740000,24931000,43629000,16469000,0,430520000,172740000,24451000
942800000,6954300,543650000,132370000,33026000,84298000,140440000,2058900
10525000,0,10525000,0,0,0,0,0
7263800,0,0,0,0,0,7263800,0
1252900000,1568700,771870000,110380000,1073900,253200000,10757000,104060000
17881000,0,11248000,0,0,0,6633000,0
149870000,0,72445000,3315700,8329700,0,65782000,0
19161000,0,16115000,0,3045400,0,0,0
38249000,0,38249000,0,0,0,0,0
156760000,0,151520000,5243900,0,0,0,0
4186500,0,1712200,0,0,2474200,0,0
849350,0,587580,0,0,261770,0,0
255490000,0,184490000,1607600,0,7381800,62016000,0
15062000,0,15062000,0,0,0,0,0
84963000,0,20335000,5746200,0,49936000,0,8945500
26668000,0,17149000,6637800,2881300,0,0,0
22299000,0,18384000,0,0,1048000,0,2866900
18292000,0,18292000,0,0,0,0,0
24449000,0,9336900,2404100,6433900,4827300,0,1447100
766550,0,766550,0,0,0,0,0
836860000,0,705570000,57143000,0,74155000,0,0
26160000,0,25369000,0,0,0,0,791510
78550000,0,39451000,5610900,0,32840000,0,648740
0,0,0,0,0,0,0,0
3168700,0,0,0,0,0,3168700,0
93918000,4890800,36656000,18022000,1626400,0,31267000,1455200
2884400,0,0,0,0,0,2327300,557110
102870000,0,84965000,5413800,0,12493000,0,0
15776000,0,5388100,7770200,0,0,0,2617700
13897000,0,5120100,8776800,0,0,0,0
879150000,16659000,209760000,134930000,19381000,60536000,419060000,18823000
112770000,0,46830000,17276000,5306100,0,43363000,0
352230000,8691900,287990000,36639000,0,6799700,0,12104000
53539000,0,45314000,4094800,0,0,0,4130900
9408900,0,0,7087700,0,2321200,0,0
171930,0,171930,0,0,0,0,0
30152000,0,25487000,4665100,0,0,0,0
63320000,0,3047400,4203700,0,3513100,49856000,2700000
32603000,0,0,0,0,0,32603000,0
20809000,0,15742000,4065000,0,1001800,0,0
24565000,0,16829000,3988300,0,1202000,0,2544900
81232000,0,0,0,965560,67555000,7393500,5317700
29808000,0,4324700,3599700,0,0,21883000,0
4212800,0,3117200,1095600,0,0,0,0
17704000,0,17704000,0,0,0,0,0
2833500,0,1998000,0,835550,0,0,0
8212000,0,3703300,0,0,0,0,4508700
471060000,26459000,119270000,99238000,4318500,76904000,107400000,37465000
358930000,0,119660000,45750000,0,33293000,153830000,6406800
86600000,0,9222700,0,7325700,2507300,67545000,0
38499000,0,0,0,38499000,0,0,0
3764700,0,2575900,0,0,0,1188800,0
83318000,0,0,0,0,9864400,67456000,5998000
17239000,0,17239000,0,0,0,0,0
34931000,0,12464000,0,0,0,22467000,0
8564500,0,3848500,0,0,4716000,0,0
153070000,762280,0,4360600,0,0,147940000,0
41943000,0,0,2363400,0,2311100,36884000,385160
872280000,3814400,77241000,171630000,29608000,0,579500000,10495000
20447000,12660000,0,0,0,6700400,0,1086400
1369600,0,0,0,0,1072600,0,297010
79381000,0,46856000,6026100,0,20323000,0,6175300
18972000,0,18972000,0,0,0,0,0
1922500,0,1922500,0,0,0,0,0
87151000,0,18326000,36327000,8177000,3020300,20128000,1172300
27505000,2748500,19723000,5032700,0,0,0,0
51962000,0,48892000,3070500,0,0,0,0
982260000,0,1829600,117400000,52137000,3142400,807750000,0
493410000,0,476550000,0,0,12701000,0,4154300
265290000,4832400,121040000,39499000,16617000,15942000,57962000,9391000
8352600,0,8352600,0,0,0,0,0
59971000,0,59971000,0,0,0,0,0
151720000,0,89967000,0,0,11017000,50736000,0
32599000,0,4055900,11028000,0,4316600,13198000,0
271290000,0,271290000,0,0,0,0,0
6778600000,503640000,1828800000,788670000,358350000,172780000,3005400000,121020000
1503800,0,0,0,0,1503800,0,0
46261000,0,46261000,0,0,0,0,0
79860000,0,78601000,0,0,0,0,1259300
299530,0,0,0,0,0,0,299530
7452300,0,6959200,0,0,0,493060,0
94220000,0,25216000,37380000,5810100,543040,25271000,0
10634000,0,10634000,0,0,0,0,0
14783000,0,0,0,0,8664300,0,6118900
22839000,0,0,0,0,0,22839000,0
8207100,0,1492100,0,0,6715000,0,0
43844000,0,32669000,7743100,0,0,3432000,0
123330000,0,10883000,6452600,0,96227000,5388300,4375500
4556400,0,0,4556400,0,0,0,0
5850300,0,0,0,0,0,0,5850300
343800000,0,58271000,75654000,0,62190000,139040000,8646900
101970000,0,63999000,37434000,0,0,0,538810
20827000,3463400,16053000,1310300,0,0,0,0
22930000,0,0,0,0,0,22930000,0
17150000,0,9175200,7974300,0,0,0,0
7487100,0,0,0,0,7487100,0,0
91524000,5292500,6291800,12459000,1661300,59590000,0,6228900
94649000,0,0,0,0,0,94649000,0
235490000,3301900,21455000,30212000,34848000,68886000,71212000,5575000
445970000,50668000,149750000,141040000,4753300,27235000,72526000,0
1004800000,50583000,306330000,233740000,72627000,72757000,265020000,3779200
1746100,0,0,1746100,0,0,0,0
2482800,0,0,818930,0,0,0,1663900
37755000,0,0,0,22548000,15207000,0,0
4009700,0,0,4009700,0,0,0,0
22694000,0,19141000,3553300,0,0,0,0
420220000,0,216310000,82392000,0,3747400,117770000,0
47610000,0,12802000,27442000,5398600,1967700,0,0
59241000,0,11672000,11852000,0,29714000,0,6002600
109330000,0,61816000,47517000,0,0,0,0
7452400,0,7452400,0,0,0,0,0
26332000,0,6252100,20080000,0,0,0,0
101420000,0,65080000,8238800,0,0,27221000,884110
140110000,9900700,17794000,26533000,3428200,2245700,80205000,0
26984000,0,17729000,0,3119400,0,6136300,0
11641000,0,11641000,0,0,0,0,0
2842000,0,2842000,0,0,0,0,0
1888900000,22351000,633990000,322620000,49014000,611770000,164620000,84498000
4052400,0,0,0,0,4052400,0,0
15053000,0,511360,3492700,0,6161700,0,4887300
12359000,0,4412200,0,935450,7011000,0,0
104810000,0,101710000,2113300,0,0,0,982450
50994000,0,0,0,0,40722000,7528500,2743000
46152000,0,0,1281000,1277300,766590,42827000,0
4650600,714900,3366500,0,569200,0,0,0
2082500,0,0,0,0,2082500,0,0
220590,0,0,0,0,220590,0,0
56427000,0,45135000,0,0,0,11292000,0
122580000,3331400,95738000,3737400,0,0,19382000,386920
321970000,65140000,121160000,15984000,2374300,12992000,104320000,0
97071000,0,0,0,0,0,97071000,0
631840,0,0,0,0,0,0,631840
34909000,6180900,28728000,0,0,0,0,0
63613000,11935000,8964600,4801500,5106600,2687500,25429000,4689000
519330,0,0,519330,0,0,0,0
897110000,0,371860000,72176000,5707400,196950000,213430000,36985000
17852000,0,15031000,0,0,1309300,0,1512000
54371000,0,41190000,12152000,0,0,0,1029200
92678000,0,52443000,16322000,0,17645000,0,6267600
145660000,0,75676000,27463000,0,0,40368000,2154100
52758000,0,34956000,17802000,0,0,0,0
43765000,0,23918000,6970000,2488500,0,10389000,0
30662000,0,30662000,0,0,0,0,0
66099000,13031000,40505000,3176800,0,4353200,3593900,1438500
4183400,0,0,0,0,0,0,4183400
5023600,0,0,5023600,0,0,0,0
23054000,0,5646200,5893500,0,0,11514000,0
93825000,5703000,37960000,807400,0,7173200,41900000,281370
16186000,0,0,0,0,16186000,0,0
236530000,0,42834000,53592000,0,6524200,125770000,7805000
976880000,24716000,143670000,62322000,70839000,132830000,538550000,3960900
56851000,0,42945000,0,0,0,13906000,0
13028000,0,0,13028000,0,0,0,0
38148000,0,37599000,548630,0,0,0,0
22399000,0,10701000,6508400,0,0,5189300,0
1891500,0,0,0,0,1891500,0,0
3902600,1943300,0,1959300,0,0,0,0
54849000,0,35686000,19163000,0,0,0,0
5678200,0,4200500,1477700,0,0,0,0
15096000,0,15096000,0,0,0,0,0
8929600,0,8929600,0,0,0,0,0
2563100000,0,1355500000,275570000,288990000,552300000,0,90699000
169470000,0,1962200,8578400,0,1035700,157900000,0
2167200000,4664000,1947100000,215390000,0,0,0,0
133030000,24871000,102440000,5722000,0,0,0,0
25832000,0,15649000,0,0,0,10183000,0
39746000,0,15156000,0,24590000,0,0,0
1192500000,13411000,974230000,32202000,0,155610000,0,17090000
10224000,0,6671700,0,0,3552700,0,0
20251000,0,0,20251000,0,0,0,0
1678400,0,1678400,0,0,0,0,0
23089000,0,0,23089000,0,0,0,0
52100000,0,52100000,0,0,0,0,0
46178000,0,16667000,6414000,0,2794800,19430000,872730
2876600,2876600,0,0,0,0,0,0
644280000,0,144340000,221490000,71577000,0,203020000,3859900
23255000,0,0,0,0,0,23255000,0
1073700000,0,372160000,214210000,74003000,0,413280000,0
3884400,0,0,0,0,3884400,0,0
1094800000,25714000,614880000,208760000,4933900,33528000,117430000,89565000
4514300,0,0,0,0,4514300,0,0
1126700,0,0,0,0,1126700,0,0
264180000,0,197820000,4761200,9096100,20202000,32305000,0
519430000,64917000,61750000,73137000,0,176210000,135710000,7706700
3717900,0,0,0,0,3717900,0,0
297600000,10433000,141640000,28763000,0,1780900,114990000,0
320320000,2499800,244670000,45003000,0,26019000,0,2131900
281470000,0,0,36446000,0,0,245030000,0
20968000,0,11098000,7727000,0,2143600,0,0
78962000,1091200,0,7915300,7925900,319380,61711000,0
120440000,4776200,5016800,64268000,0,3095300,35853000,7432600
27913000,0,20415000,2493100,2859000,0,0,2145900
185340000,0,119480000,39308000,4609800,6992000,0,14949000
438280000,0,354030000,31589000,0,31829000,20832000,0
476350000,0,175210000,25097000,5522800,98314000,111310000,60900000
7186000,0,0,5762600,0,0,0,1423400
22781000,0,15635000,4420800,0,0,2725100,0
60425000,2978100,16196000,5351800,4074000,0,28329000,3496500
6141700,0,0,0,0,6141700,0,0
1839200,0,1839200,0,0,0,0,0
27340000,0,4700400,0,0,0,22640000,0
663380000,0,440980000,117400000,5595700,45160000,54237000,0
686200,0,686200,0,0,0,0,0
3321000000,0,1113300000,1763100000,370560000,74018000,0,0
1017500,0,0,0,0,0,1017500,0
33967000,0,6060800,17873000,0,10033000,0,0
23769000,0,21437000,0,0,2332100,0,0
27859000,0,7585000,10554000,0,9719800,0,0
74992000,6848800,3237800,35201000,0,2931200,26773000,0
69912000,0,26171000,8283000,0,0,35458000,0
374160000,68140000,169470000,26807000,2683300,25677000,72883000,8505300
9049700,0,3236100,2641100,0,0,3172500,0
26553000,0,0,1496700,0,0,25056000,0
52795000,0,6134700,46660000,0,0,0,0
3233500,0,3233500,0,0,0,0,0
221140000,0,133920000,58078000,26761000,2383900,0,0
4663200,0,0,4663200,0,0,0,0
6780800,0,0,6780800,0,0,0,0
114570000,0,0,0,0,0,114570000,0
5045000,0,0,5045000,0,0,0,0
6883200,0,6883200,0,0,0,0,0
5439100,0,4005100,1434000,0,0,0,0
54980000,0,6390500,2794700,8437300,0,37358000,0
7495100,0,7495100,0,0,0,0,0
44946000,12273000,6641400,5402700,3542300,0,17087000,0
35417000,0,30853000,4564000,0,0,0,0
3261900,0,0,3261900,0,0,0,0
230320000,13921000,35508000,46831000,6533400,19156000,107440000,928840
10353000,0,10353000,0,0,0,0,0
39706000,5549000,7866300,13791000,3034100,1558100,7668400,239260
3801900,0,3801900,0,0,0,0,0
189490000,1201200,15053000,8398900,0,16973000,147860000,0
35571000,0,0,19056000,12874000,0,0,3641100
11785000,0,11785000,0,0,0,0,0
0,0,0,0,0,0,0,0
37509000,4485700,18887000,0,0,14136000,0,0
5037700,0,0,0,0,4605700,0,431990
465740000,44931000,158480000,34003000,11349000,0,216990000,0
149620000,35441000,101640000,6138600,0,6401900,0,0
15265000,0,9724400,5540200,0,0,0,0
21398000,0,0,4176000,0,17222000,0,0
108420000,0,107230000,0,0,1197600,0,0
1012900000,0,218830000,530210000,32913000,7641900,185690000,37640000
543490000,13369000,288320000,77917000,48827000,0,115060000,0
33525000,0,29977000,3548000,0,0,0,0
51700000,13194000,10063000,1528000,2655500,821590,23438000,0
120130000,0,0,168620,0,0,119960000,0
357720000,0,188760000,113290000,22951000,12064000,13134000,7520400
34732000,0,0,8734100,0,0,25998000,0
309220000,69224000,123740000,5571700,0,3468900,107220000,0
91643000,0,19049000,7761900,0,0,64832000,0
1376900000,0,554960000,479470000,156410000,68720000,113220000,4099000
215810000,0,61473000,13475000,32608000,0,107250000,1006800
726020,0,0,726020,0,0,0,0
10009000,0,1677700,7475400,855950,0,0,0
205870000,0,696900,0,0,5261900,199910000,0
9615700,0,9615700,0,0,0,0,0
5040500,0,5040500,0,0,0,0,0
24455000,0,0,24455000,0,0,0,0
30399000,0,18696000,5148900,5283700,1270800,0,0
25504000,0,0,0,0,1856400,23648000,0
38143000,0,8977400,0,945080,0,23515000,4705800
4719600,0,4719600,0,0,0,0,0
41541000,0,12525000,22709000,0,3897900,0,2409100
526080000,7402000,290800000,63850000,14118000,4511800,143650000,1744900
150660000,1618900,89387000,3121000,6464600,19850000,30221000,0
35338000,0,0,0,0,35338000,0,0
26540000,0,11552000,8205300,0,6782000,0,0
27872000,0,0,0,0,0,27872000,0
163760000,0,26807000,23076000,7740600,89431000,0,16708000
44440000,6751800,0,9922000,0,3207700,24559000,0
18209000,0,0,3721800,0,14487000,0,0
22901000,0,1379100,3029800,0,6133700,12358000,0
1959600,0,0,0,0,0,1959600,0
16169000,0,11306000,4863400,0,0,0,0
375190000,0,100070000,105150000,1189200,151740000,0,17034000
1773000,0,0,0,0,1773000,0,0
172790000,0,57486000,24680000,0,19151000,42387000,29085000
33665000,0,20392000,0,0,0,13273000,0
59264000,31795000,8942800,14668000,0,3858400,0,0
80437000,6220700,19096000,35336000,0,13274000,5942700,568420
3572000,0,0,0,0,3572000,0,0
63686000,0,3133900,1148800,12330000,33926000,8379300,4767400
5126300,0,0,5126300,0,0,0,0
37913000,0,2340600,0,0,27402000,8170600,0
10381000,0,8045900,2097300,0,0,0,237500
52596000,0,1512300,0,0,51083000,0,0
880680000,0,254150000,97677000,105740000,170330000,246910000,5888100
27459000,0,24413000,0,0,3045800,0,0
1315800,0,1073200,0,0,0,242580,0
33658000,0,30477000,3180400,0,0,0,0
9439400,0,0,9439400,0,0,0,0
1819800000,42323000,869400000,299430000,3917900,29002000,561910000,13842000
11140000,1877900,0,9262200,0,0,0,0
11311000,0,11311000,0,0,0,0,0
49938000,0,17547000,19719000,0,0,12672000,0
167590000,3051500,38513000,50965000,0,11818000,58890000,4353900
362670000,2824700,125290000,45489000,8389400,71872000,102610000,6193100
116150000,0,24249000,19902000,0,14883000,41127000,15991000
5167200,0,637500,3735000,0,0,0,794700
20988000,2734800,10709000,7545000,0,0,0,0
63227000,0,5589300,43866000,0,3061100,10710000,0
2773300000,2928600,1514700000,116330000,0,708210000,0,431120000
269030000,2837200,72345000,39564000,9627700,5614600,132290000,6754000
72916000,0,31998000,32114000,0,8803700,0,0
163050000,0,0,0,5707400,0,157340000,0
70636000,0,47507000,23130000,0,0,0,0
33363000,0,29866000,2931500,0,565930,0,0
32324000,0,32324000,0,0,0,0,0
7332300,0,0,0,7332300,0,0,0
6122900,0,3789700,2333200,0,0,0,0
2197900000,21908000,1225500000,220890000,96597000,445890000,180200000,6916600
4230800,0,0,970130,0,3260700,0,0
223750000,0,136370000,24366000,10903000,5452700,43628000,3036600
218150000,7639200,113820000,57011000,10974000,24144000,0,4564200
25053000,0,15229000,9824900,0,0,0,0
12103000,0,11028000,0,0,0,0,1075200
3942800,0,0,0,0,3942800,0,0
24180000,0,8932900,4908700,9494200,844590,0,0
169540000,0,45013000,0,10366000,79766000,4458300,29932000
63328000,0,53366000,6425700,0,3536000,0,0
2464600,0,0,0,0,0,2464600,0
228610000,0,146820000,47813000,22232000,0,11737000,0
2080300,0,0,0,0,0,2080300,0
101460000,0,74573000,0,0,0,26887000,0
267530000,6466300,257330000,0,0,0,0,3733100
1693600,0,0,0,0,1693600,0,0
30795000,0,0,30795000,0,0,0,0
64563000,1092100,15894000,32764000,333150,9807400,4054900,618140
22057000,0,11088000,0,0,10969000,0,0
43071000,0,18939000,4630500,6700600,12801000,0,0
2997600,0,0,0,2997600,0,0,0
19714000,0,0,18794000,0,0,0,920740
7374500,0,0,0,0,7374500,0,0
33104000,0,8499000,3518500,0,0,21087000,0
27714000,0,15399000,12314000,0,0,0,0
4897600,0,0,4897600,0,0,0,0
10612000,0,0,0,0,0,10612000,0
39798000,0,39798000,0,0,0,0,0
2834600,0,0,505230,0,0,2329400,0
685800000,11179000,571820000,77685000,5435700,0,19385000,298280
7723800,1152200,0,1368800,0,0,5202800,0
267740000,0,43203000,15665000,0,44225000,149760000,14885000
71090000,28757000,0,0,42333000,0,0,0
25361000,0,14753000,10609000,0,0,0,0
14286000,0,0,4635900,8972100,677920,0,0
56824000,0,11450000,7809000,4036000,33530000,0,0
3539000,1781100,1757900,0,0,0,0,0
17922000,0,15253000,0,0,2669800,0,0
9400800,0,0,9400800,0,0,0,0
2131100000,236580000,1183400000,131120000,154930000,75337000,264210000,85558000
9990500,0,7927100,2063400,0,0,0,0
86328000,1077400,49622000,34785000,843390,0,0,0
2613500,0,0,0,0,0,0,2613500
565140000,0,236140000,204800000,39972000,4468300,76065000,3697600
6954900,0,0,3141300,3813600,0,0,0
840270,0,0,0,0,0,0,840270
6953400,0,873800,528590,0,0,0,5551000
9300400,0,0,9300400,0,0,0,0
54220000,0,0,7126400,27729000,0,16785000,2578500
313210000,2741100,184690000,15350000,11072000,50098000,35806000,13451000
77497000,0,4042900,0,0,0,73454000,0
4053200,0,4053200,0,0,0,0,0
4424600,0,0,0,0,0,4424600,0
288710000,0,70398000,44095000,0,38765000,129800000,5652300
12013000,0,0,701590,2592400,0,8718800,0
188850000,9009900,13292000,60231000,21479000,47293000,28238000,9309000
287770000,0,2992000,0,0,284780000,0,0
94711000,0,51300000,33042000,0,0,10369000,0
37020000,0,36062000,0,0,957660,0,0
12476000,0,7816500,0,4659400,0,0,0
16911000,0,0,16911000,0,0,0,0
5481200,0,0,0,0,0,5481200,0
270060000,0,116280000,62960000,44671000,8242900,18328000,19580000
23869000,1495800,20929000,1444200,0,0,0,0
24031000,0,24031000,0,0,0,0,0
219780000,35358000,59078000,37248000,0,0,83581000,4514500
17656000,0,15332000,2324700,0,0,0,0
174900000,0,92881000,56684000,4760000,0,20579000,0
8836900,0,4492200,1285300,0,2058100,0,1001300
95206000,0,66045000,0,0,0,29161000,0
32531000,0,0,0,0,0,31788000,742620
14107000,0,14107000,0,0,0,0,0
3346900000,0,512010000,1898300000,199410000,0,0,737260000
447160000,40281000,276380000,38149000,1295000,16208000,72569000,2269900
87719000,8598500,0,5057500,3215400,0,70848000,0
264740000,0,199380000,65362000,0,0,0,0
93322000,0,0,0,0,0,93322000,0
1081300000,0,54299000,21115000,14294000,0,960190000,31408000
4775900,0,0,0,0,2987900,0,1788000
5786300,0,821790,1365000,0,0,3599600,0
234750000,1053200,115360000,34301000,0,84029000,0,0
19450000,0,16167000,3282300,0,0,0,0
8236100,0,0,0,0,0,0,8236100
6314500,0,4731300,0,0,0,1583200,0
1706500,0,0,0,0,1706500,0,0
7441000,0,0,0,0,0,0,7441000
