Intensity,Intensity Brain1,Intensity Brain2,Intensity Brain3,Intensity Liver1,Intensity Liver2,Intensity Liver3,Intensity Muscle fiber1,Intensity Muscle fiber2,Intensity Muscle fiber3
65917000000,250610000,164800000,158840000,0,0,0,6614200000,16629000000,16529000000
0,0,0,0,0,0,0,0,0,0
398250000,0,0,0,0,0,0,80456000,38156000,71820000
313440000,0,0,0,0,0,0,57718000,40498000,65441000
313440000,0,0,0,0,0,0,57718000,40498000,65441000
5915000,0,0,0,0,0,0,0,0,0
5915000,0,0,0,0,0,0,0,0,0
5915000,0,0,0,0,0,0,0,0,0
5915000,0,0,0,0,0,0,0,0,0
5915000,0,0,0,0,0,0,0,0,0
82482000,0,42858000,39625000,0,0,0,0,0,0
76346000,0,13076000,13194000,0,0,0,0,12087000,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
40343000,0,0,0,0,0,0,8438700,5984100,5922300
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
339460000,0,0,0,11144000,9418700,13770000,65804000,0,0
25892000,0,0,0,0,0,0,0,25892000,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4071400000,0,0,0,0,0,0,1001000000,580920000,559380000
4071400000,0,0,0,0,0,0,1001000000,580920000,559380000
4071400000,0,0,0,0,0,0,1001000000,580920000,559380000
15300000,0,0,0,0,0,15300000,0,0,0
3339100000,0,66299000,79205000,76739000,72532000,112680000,475800000,523030000,551840000
3339100000,0,66299000,79205000,76739000,72532000,112680000,475800000,523030000,551840000
7036000,0,0,0,0,7036000,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
167560000,167560000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
113830000,0,0,0,46190000,38324000,29315000,0,0,0
144940000,38274000,34867000,25623000,20526000,0,25653000,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
58711000,0,0,0,0,58711000,0,0,0,0
69418000,0,55802000,0,13616000,0,0,0,0,0
7852800000,2156700000,2898700000,2305700000,0,241850000,249860000,0,0,0
7852800000,2156700000,2898700000,2305700000,0,241850000,249860000,0,0,0
8216400000,2156700000,2898700000,2305700000,237960000,241850000,249860000,125560000,0,0
363520000,0,0,0,237960000,0,0,125560000,0,0
7852800000,2156700000,2898700000,2305700000,0,241850000,249860000,0,0,0
7852800000,2156700000,2898700000,2305700000,0,241850000,249860000,0,0,0
7852800000,2156700000,2898700000,2305700000,0,241850000,249860000,0,0,0
363520000,0,0,0,237960000,0,0,125560000,0,0
404890000,140420000,126700000,137770000,0,0,0,0,0,0
110450000,35112000,34808000,40530000,0,0,0,0,0,0
79502000,28186000,27878000,23439000,0,0,0,0,0,0
168330000,41348000,84829000,42152000,0,0,0,0,0,0
101730000,0,46839000,54895000,0,0,0,0,0,0
598950000,144940000,253160000,170120000,0,0,0,0,0,0
134890000,0,61799000,73086000,0,0,0,0,0,0
13982000,7729500,0,6252100,0,0,0,0,0,0
13982000,7729500,0,6252100,0,0,0,0,0,0
150900000,22965000,0,47338000,0,47172000,33426000,0,0,0
150900000,22965000,0,47338000,0,47172000,33426000,0,0,0
150900000,22965000,0,47338000,0,47172000,33426000,0,0,0
150900000,22965000,0,47338000,0,47172000,33426000,0,0,0
510570000,0,0,0,0,0,0,0,171050000,152870000
510570000,0,0,0,0,0,0,0,171050000,152870000
510570000,0,0,0,0,0,0,0,171050000,152870000
957620000,107540000,75609000,91098000,220150000,288840000,174390000,0,0,0
42521000,0,0,0,0,0,0,42521000,0,0
1810900000,0,0,0,621230000,438470000,751160000,0,0,0
4448000000,0,0,0,0,0,0,299890000,726350000,673290000
334580000,0,0,0,0,0,0,0,21739000,189050000
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
31540000,0,12162000,19379000,0,0,0,0,0,0
3636200,0,0,0,3636200,0,0,0,0,0
3636200,0,0,0,3636200,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
253100000,68191000,60541000,86257000,18081000,20029000,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
85894000,0,20197000,22239000,8259200,14675000,20524000,0,0,0
0,0,0,0,0,0,0,0,0,0
131840000,0,0,0,0,0,0,131840000,0,0
89628000,0,0,0,0,0,0,89628000,0,0
131840000,0,0,0,0,0,0,131840000,0,0
89628000,0,0,0,0,0,0,89628000,0,0
89628000,0,0,0,0,0,0,89628000,0,0
131840000,0,0,0,0,0,0,131840000,0,0
367940000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
192560000,0,0,0,177310000,0,0,0,0,0
722110000,0,0,0,166680000,178160000,377260000,0,0,0
164060000,0,0,0,0,0,0,0,0,0
164060000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
588360000,145880000,217240000,225230000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
109110000,0,0,0,0,0,0,35408000,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
57952000,0,10393000,10907000,9743800,7828800,8991200,0,4856300,5232300
106340000,0,0,0,0,0,0,106340000,0,0
172380000,33730000,74224000,61426000,0,0,0,0,0,0
15698000,0,0,0,0,0,0,15698000,0,0
15698000,0,0,0,0,0,0,15698000,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
235100000,90637000,0,144460000,0,0,0,0,0,0
235100000,90637000,0,144460000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
43601000,0,0,0,43601000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
48497000,0,22288000,26209000,0,0,0,0,0,0
878650000,0,0,0,0,0,0,0,0,0
878650000,0,0,0,0,0,0,0,0,0
878650000,0,0,0,0,0,0,0,0,0
878650000,0,0,0,0,0,0,0,0,0
27838000,0,0,27838000,0,0,0,0,0,0
133590000,0,48805000,27838000,18540000,18170000,20232000,0,0,0
399670000,0,0,0,220580000,88543000,86233000,0,0,0
399670000,0,0,0,220580000,88543000,86233000,0,0,0
14268000,0,0,0,0,0,0,14268000,0,0
14268000,0,0,0,0,0,0,14268000,0,0
14268000,0,0,0,0,0,0,14268000,0,0
7631500,0,0,0,0,0,0,0,0,0
122470000,0,0,0,0,0,0,30409000,24128000,31204000
316990000,89150000,116040000,111800000,0,0,0,0,0,0
29700000,0,0,29700000,0,0,0,0,0,0
47117000,23964000,23153000,0,0,0,0,0,0,0
423460000,138060000,151370000,120620000,13418000,0,0,0,0,0
695740000,0,0,24395000,193350000,286200000,191780000,0,0,0
266750000,0,0,0,68390000,107790000,90575000,0,0,0
266750000,0,0,0,68390000,107790000,90575000,0,0,0
524480000,0,0,0,232360000,228640000,0,16813000,0,0
524480000,0,0,0,232360000,228640000,0,16813000,0,0
443630000,0,0,0,0,0,0,32508000,8698000,0
1300900000,0,0,0,0,0,0,204950000,261660000,222040000
979350000,42068000,30405000,31597000,7543000,0,0,229280000,85943000,63583000
82151000,0,0,0,0,0,0,10204000,12396000,26721000
536040000,0,0,0,0,0,0,0,108130000,109430000
1279100000,0,0,0,0,0,0,223860000,206970000,250090000
303160000,83521000,134290000,85345000,0,0,0,0,0,0
70064000,70064000,0,0,0,0,0,0,0,0
358600000,63205000,158590000,136800000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
29964000,0,0,0,0,0,0,0,0,0
29964000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
336520000,0,0,0,0,0,0,46667000,42792000,38819000
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
538410000,0,0,0,0,0,0,93450000,76912000,103010000
195660000,0,0,0,0,12091000,0,33097000,34921000,57146000
0,0,0,0,0,0,0,0,0,0
245160000,0,0,0,0,0,0,53074000,37670000,38441000
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
377410000,99357000,131030000,126360000,0,0,0,0,4116200,3805700
79345000,0,70090000,0,0,0,9255200,0,0,0
236100000,80029000,70090000,76728000,0,0,9255200,0,0,0
58521000,0,33347000,25174000,0,0,0,0,0,0
939370000,0,0,0,0,0,0,141020000,156440000,211070000
30362000,0,0,30362000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
45352000,0,45352000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
66023000,0,44186000,21837000,0,0,0,0,0,0
66023000,0,44186000,21837000,0,0,0,0,0,0
1044000000,370000000,348580000,325460000,0,0,0,0,0,0
11685000,0,0,0,0,0,0,11685000,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
211110000,50205000,85542000,75359000,0,0,0,0,0,0
101840000,0,0,101840000,0,0,0,0,0,0
101840000,0,0,101840000,0,0,0,0,0,0
189610000,0,0,0,0,0,189610000,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
259490000,0,131180000,128300000,0,0,0,0,0,0
1852300000,0,799940000,1052300000,0,0,0,0,0,0
94690000,0,94690000,0,0,0,0,0,0,0
61643000,31293000,30350000,0,0,0,0,0,0,0
24221000,0,24221000,0,0,0,0,0,0,0
241160000,76473000,84786000,79897000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
517930000,138300000,161790000,217840000,0,0,0,0,0,0
50973000,0,23757000,27216000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
199200000,0,0,0,0,0,0,0,0,0
625310000,0,0,0,0,0,0,235300000,0,0
0,0,0,0,0,0,0,0,0,0
604140000,0,11426000,12321000,0,0,0,101020000,70625000,89070000
2427200000,0,0,0,0,0,0,835030000,617380000,220840000
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
42056000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
335710000,0,0,0,0,0,0,64856000,51541000,64965000
472280000,0,0,0,0,0,0,0,472280000,0
0,0,0,0,0,0,0,0,0,0
31147000,0,0,0,0,0,0,0,8282300,22865000
457010000,0,0,0,0,0,0,104210000,0,83921000
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
431640000,0,0,0,0,0,0,20535000,85855000,80379000
408050000,0,0,0,0,0,0,97037000,0,44238000
408050000,0,0,0,0,0,0,97037000,0,44238000
408050000,0,0,0,0,0,0,97037000,0,44238000
9498500,9498500,0,0,0,0,0,0,0,0
1608300000,508270000,581930000,518130000,0,0,0,0,0,0
1815800000,0,0,0,0,0,0,138600000,858280000,528080000
29203000,0,0,0,29203000,0,0,0,0,0
29203000,0,0,0,29203000,0,0,0,0,0
29203000,0,0,0,29203000,0,0,0,0,0
3674600,0,0,3674600,0,0,0,0,0,0
3674600,0,0,3674600,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
26526000,0,0,0,10902000,0,15624000,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
19007000,0,0,0,0,0,0,0,0,0
1491100000,0,0,0,0,0,0,0,1491100000,0
23676000,0,0,0,0,0,0,23676000,0,0
23676000,0,0,0,0,0,0,23676000,0,0
209760000,0,0,0,0,0,14264000,23189000,24513000,25923000
98765000,0,0,0,0,0,0,0,0,0
59956000,0,0,0,0,0,0,0,29161000,0
95155000,0,0,0,0,5003400,0,14780000,10870000,16675000
87085000,43318000,29645000,14122000,0,0,0,0,0,0
145790000,78118000,0,67667000,0,0,0,0,0,0
66259000,0,66259000,0,0,0,0,0,0,0
2506500000,483220000,502880000,671960000,226310000,367900000,254220000,0,0,0
362860000,177150000,185710000,0,0,0,0,0,0,0
112740000,52797000,42945000,17001000,0,0,0,0,0,0
112740000,52797000,42945000,17001000,0,0,0,0,0,0
2627700000,774120000,930230000,923320000,0,0,0,0,0,0
62190000,0,30023000,32167000,0,0,0,0,0,0
31350000,0,0,0,0,31350000,0,0,0,0
429270000,90365000,250200000,88702000,0,0,0,0,0,0
56173000,29840000,26333000,0,0,0,0,0,0,0
754400000,22812000,82325000,192070000,0,0,0,85097000,87858000,112710000
754400000,22812000,82325000,192070000,0,0,0,85097000,87858000,112710000
142380000,0,0,0,0,0,0,142380000,0,0
142380000,0,0,0,0,0,0,142380000,0,0
401780000,0,0,0,0,0,0,25942000,137400000,105170000
401780000,0,0,0,0,0,0,25942000,137400000,105170000
36024000,0,36024000,0,0,0,0,0,0,0
36024000,0,36024000,0,0,0,0,0,0,0
6398000000,0,0,3955900,0,0,0,925190000,925690000,1081600000
1835200000,0,0,0,0,0,0,126460000,357530000,865410000
1637800000,0,0,0,0,0,0,349360000,0,376710000
1705500000,0,0,0,0,0,0,334980000,448940000,501550000
4563700000,26216000,0,0,0,0,0,480130000,815230000,1110700000
520030000,0,0,0,0,0,0,98078000,25579000,109710000
408100000,0,0,0,0,0,0,74854000,24471000,46728000
793210000,0,0,0,0,0,0,22080000,151830000,204020000
1821700000,0,0,0,0,0,0,379650000,207760000,447640000
1107100000,0,0,0,0,0,0,255190000,44661000,178630000
0,0,0,0,0,0,0,0,0,0
162470000,0,0,0,0,0,0,50150000,5902300,14354000
4131400000,0,0,0,0,0,0,341680000,911780000,1021700000
241100000,0,0,0,0,0,0,47365000,32881000,52533000
2756000000,0,4183100,0,73739000,47377000,0,2499100000,0,0
170450000,0,0,0,0,0,0,0,35603000,43260000
580090000,0,0,0,0,0,0,10112000,26355000,150930000
0,0,0,0,0,0,0,0,0,0
5695300,0,0,5695300,0,0,0,0,0,0
5695300,0,0,5695300,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
800170000,0,84352000,62315000,150810000,245870000,166950000,31667000,0,0
131530000,0,67920000,63605000,0,0,0,0,0,0
924090000,15803000,0,0,607630000,104350000,196310000,0,0,0
1885200000,0,0,0,0,0,0,0,0,0
340190000,0,64581000,0,0,0,0,275610000,0,0
340190000,0,64581000,0,0,0,0,275610000,0,0
235080000,0,21633000,23130000,32447000,36933000,35571000,58851000,7569600,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9717200,0,0,0,0,0,0,0,9717200,0
9717200,0,0,0,0,0,0,0,9717200,0
1670000000,0,0,0,501350000,457270000,711340000,0,0,0
1670000000,0,0,0,501350000,457270000,711340000,0,0,0
1670000000,0,0,0,501350000,457270000,711340000,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
89624000,44634000,44990000,0,0,0,0,0,0,0
89624000,44634000,44990000,0,0,0,0,0,0,0
89624000,44634000,44990000,0,0,0,0,0,0,0
29708000000,0,0,0,0,0,0,592400000,8128100000,7833600000
800860000,0,0,0,0,0,0,0,0,0
149310000,0,0,0,6915100,29509000,30632000,19151000,13301000,19124000
27034000,0,0,0,0,12730000,14303000,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
49154000,0,0,0,0,0,0,0,0,0
154360000,0,0,0,47876000,63411000,43071000,0,0,0
154360000,0,0,0,47876000,63411000,43071000,0,0,0
216440000,103400000,57241000,55800000,0,0,0,0,0,0
662150,0,0,0,662150,0,0,0,0,0
662150,0,0,0,662150,0,0,0,0,0
662150,0,0,0,662150,0,0,0,0,0
27030000,0,0,0,0,0,0,0,0,27030000
115460000,0,0,0,115460000,0,0,0,0,0
2096600000,0,0,0,0,0,0,19404000,18665000,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
859110000,0,0,0,236320000,312270000,310520000,0,0,0
432810000,65072000,168760000,198980000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
56932000,0,0,0,22249000,0,34683000,0,0,0
56932000,0,0,0,22249000,0,34683000,0,0,0
56932000,0,0,0,22249000,0,34683000,0,0,0
12657000,0,0,0,12657000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3003200000,0,0,0,0,0,0,261350000,58961000,286470000
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4208100,0,0,0,0,0,0,0,4208100,0
1500500000,0,0,0,0,0,0,388430000,466110000,378990000
60699000,0,30535000,30164000,0,0,0,0,0,0
1853500000,294100000,325750000,254900000,0,0,0,39187000,147090000,152340000
1853500000,294100000,325750000,254900000,0,0,0,39187000,147090000,152340000
62168000,0,0,0,0,0,0,0,0,62168000
4684000,0,0,0,4684000,0,0,0,0,0
4684000,0,0,0,4684000,0,0,0,0,0
4684000,0,0,0,4684000,0,0,0,0,0
721280000,0,0,0,0,247140000,474140000,0,0,0
721280000,0,0,0,0,247140000,474140000,0,0,0
168330000,0,0,0,0,0,0,28524000,20405000,33008000